"_id","display_name","id","rkd_uri","viaf_uri","wikidata_uri","viaf_alternate"
"aachen, hans von","Hans von Aachen",20001374,"https://rkd.nl/explore/artists/272","http://viaf.org/viaf/41957298","http://www.wikidata.org/wiki/Q152835","Hans von Ab,Johann Aach,Hans fon Ahen,Hans van Aacken,John at Arch,هانز فان آخن,Hans Ach,Johann Aachen,Hans Aachen,Hans von Aachen,Aachen,Ioan. ab Ach,Achen,Johann Von Aachen,Χανς φον Άαχεν,Ганс фон Аахен,Hans Van Achen,Hans,Hans von Aach,Johann von Aachen,Jean van Achen,Hans von Ach,Ach,Johann von Aachen,Johann von Aken,Hans van Acken,Hans von Achen,Jan van Acken,Hans Von Aachen,ハンス・フォン・アーヘン,Joan Ach,Jan,Joan Aach,Ioan. ab Ach.,Johann von Ach,Hans fon Aaxen,Hans von Aaxen,Janachen,Joh. ab Ach,Ҳанс вон Аахен,Joh. von Ach,Ханс фон Аахен,Hans Von Ach,Joan Aachen,Jan van Aback,Johann Ach,Hans von Achen,Joan Acha,Hans von Acha,Johann von Achen,Johann Acha,Hans Van Ach,John Van Echen,Johann,Ханс фон Ахен,Johann Dach,Joh. von Ach,Հանս ֆոն Աախեն,Johann von Achen,Johann von Ach,Joh. ab Ach,Aachen, Hans von"
"von aachen, hans","Hans von Aachen",20001374,"https://rkd.nl/explore/artists/272","http://viaf.org/viaf/41957298","http://www.wikidata.org/wiki/Q152835","Hans von Ab,Johann Aach,Hans fon Ahen,Hans van Aacken,John at Arch,هانز فان آخن,Hans Ach,Johann Aachen,Hans Aachen,Hans von Aachen,Aachen,Ioan. ab Ach,Achen,Johann Von Aachen,Χανς φον Άαχεν,Ганс фон Аахен,Hans Van Achen,Hans,Hans von Aach,Johann von Aachen,Jean van Achen,Hans von Ach,Ach,Johann von Aachen,Johann von Aken,Hans van Acken,Hans von Achen,Jan van Acken,Hans Von Aachen,ハンス・フォン・アーヘン,Joan Ach,Jan,Joan Aach,Ioan. ab Ach.,Johann von Ach,Hans fon Aaxen,Hans von Aaxen,Janachen,Joh. ab Ach,Ҳанс вон Аахен,Joh. von Ach,Ханс фон Аахен,Hans Von Ach,Joan Aachen,Jan van Aback,Johann Ach,Hans von Achen,Joan Acha,Hans von Acha,Johann von Achen,Johann Acha,Hans Van Ach,John Van Echen,Johann,Ханс фон Ахен,Johann Dach,Joh. von Ach,Հանս ֆոն Աախեն,Johann von Achen,Johann von Ach,Joh. ab Ach,Aachen, Hans von"
"abbate, nicolò dell'","Nicolò dell' Abbate",20001109,"https://rkd.nl/explore/artists/112","http://viaf.org/viaf/88804962","https://www.wikidata.org/wiki/Q333563","Nicolo Abate,Niccolo,Niccolò dell'Abate,Niccolò Dell'Abbate,Nicolo Dell'Abbate,Նիկոլո դել Աբատե,Niccolo Abbate,Niccolò Dell'Abate,Niccolò dell' Abbate,Abbate,Nicolo dell'Abate,Messer Niccolo,Niccolino dell'Abate,Nicolo dell'Abbate,Nicolò Abbati,Niccolò del Abbate,尼科洛·德尔·阿巴特,Nicolas Labbé,Nicolò dell Abbate,Nicolò dell’Abbate,Niccolo dell' Abate,Niccolò dell' Abate,Niccolò Abate,Niccolino Dell' Abbate,Niccolò dell' Abatti,Niccolò dell' Abate,Messer Niccolò,Nicolo dell' Abate,Nicolò Dell'Abate,Abati,Messer Niccolino,Nicolò dell' Abate,Nicolò dell'Abbate,Niccolo dell' Abbate,Nicolas Labbé,Niccolò Pisano de Brusis,Nicolas de Batty,Nicolas de Labaty,Нікколо дель Аббате,ニコロ・デッラバーテ,Abbate Nïkolo delʹ,Messer Niccolò,Nicolò dell' Abate,Никколо дель Аббате,Niccolò Pisano di Bartolomeo,Nicolò dell Abbate,Niccolo dell’Abbate,Nicolo Dell'Abate,Niccolò Dell' Abate,Nicolò Dell'Abate,Nicolò dell'Abate,Niccolò Dell'Abbate,Niccolò dell'Abate,أبيات نيقولا دل,Dell'Abate,Nicolò Abbati,Niccolò dell'Abbate,Niccolo dell'Abate,Nicolo del Abati,Nikolo del Abate,ابباتە نىيكولو دەل,Nicolo del Abbati,Niccolò dell' Abbate,Nicolo de Labbaty,Niccolo di Bartolomeo Pisano,Niccolo dell' Abate,Nicola,Nicolo del Abbati,Nicolò dell Abbate,Niccolò,Niccolò Abbati,Nicolaio,Niccolo Dell'Abbate,Dell'Abbate,Niccolò Pisano,Nicolo dell Abate,Niccolo dell' Abbate,Nicolas Abbati,Niccolò Abbati,Николо дел Абате,1470 Niccolò,Аббате Николо дель,Niccolino,Abate,Niccolò,Niccolo' dell' Abate,Niccolò Abatti,Nicolo del Abati,Abbate, Nicolò dell',Nicolò dell' Abbate"
"dell'abbate, nicolò","Nicolò dell' Abbate",20001109,"https://rkd.nl/explore/artists/112","http://viaf.org/viaf/88804962","https://www.wikidata.org/wiki/Q333563","Nicolo Abate,Niccolo,Niccolò dell'Abate,Niccolò Dell'Abbate,Nicolo Dell'Abbate,Նիկոլո դել Աբատե,Niccolo Abbate,Niccolò Dell'Abate,Niccolò dell' Abbate,Abbate,Nicolo dell'Abate,Messer Niccolo,Niccolino dell'Abate,Nicolo dell'Abbate,Nicolò Abbati,Niccolò del Abbate,尼科洛·德尔·阿巴特,Nicolas Labbé,Nicolò dell Abbate,Nicolò dell’Abbate,Niccolo dell' Abate,Niccolò dell' Abate,Niccolò Abate,Niccolino Dell' Abbate,Niccolò dell' Abatti,Niccolò dell' Abate,Messer Niccolò,Nicolo dell' Abate,Nicolò Dell'Abate,Abati,Messer Niccolino,Nicolò dell' Abate,Nicolò dell'Abbate,Niccolo dell' Abbate,Nicolas Labbé,Niccolò Pisano de Brusis,Nicolas de Batty,Nicolas de Labaty,Нікколо дель Аббате,ニコロ・デッラバーテ,Abbate Nïkolo delʹ,Messer Niccolò,Nicolò dell' Abate,Никколо дель Аббате,Niccolò Pisano di Bartolomeo,Nicolò dell Abbate,Niccolo dell’Abbate,Nicolo Dell'Abate,Niccolò Dell' Abate,Nicolò Dell'Abate,Nicolò dell'Abate,Niccolò Dell'Abbate,Niccolò dell'Abate,أبيات نيقولا دل,Dell'Abate,Nicolò Abbati,Niccolò dell'Abbate,Niccolo dell'Abate,Nicolo del Abati,Nikolo del Abate,ابباتە نىيكولو دەل,Nicolo del Abbati,Niccolò dell' Abbate,Nicolo de Labbaty,Niccolo di Bartolomeo Pisano,Niccolo dell' Abate,Nicola,Nicolo del Abbati,Nicolò dell Abbate,Niccolò,Niccolò Abbati,Nicolaio,Niccolo Dell'Abbate,Dell'Abbate,Niccolò Pisano,Nicolo dell Abate,Niccolo dell' Abbate,Nicolas Abbati,Niccolò Abbati,Николо дел Абате,1470 Niccolò,Аббате Николо дель,Niccolino,Abate,Niccolò,Niccolo' dell' Abate,Niccolò Abatti,Nicolo del Abati,Abbate, Nicolò dell',Nicolò dell' Abbate"
"achtschellinck, lucas","Lucas Achtschellinck",20000330,"https://rkd.nl/explore/artists/291","http://viaf.org/viaf/90812313","http://www.wikidata.org/wiki/Q1873054","Lucas Achtschellinck,Lucas Achtschelling,Lucas Asselinckx,Lucas Achsellinck,Lucas Agtschellings,Lucas Achtschellings,Lucas Achtschellincx,Lucas Asschellincx,Lucas Aghtschellinck,Lucas Achtschellinx,Lucas Actschellings,Lucas Aschellings,Lucas Ascheling,Acht. Schelling,Lucas Achlschellings,Λούκας Αχτσέλινκ,Lucas Achtschellinckx,Lucas Achtschilling,Lucas Achschelling,Lucas Achtschellinghs,Achtschellinck, Lucas"
"acker, flori van","Flori Van Acker",20000268,"https://rkd.nl/explore/artists/296","http://viaf.org/viaf/74751377","http://www.wikidata.org/wiki/Q2673299","Florimond Marie Acker,Florimond Arthur Joseph Maria Van Acker,Florimond Maria VanAcker,Florimond Arthur Joseph Maria VanAcker,Flori van Acker,Florimond Maria van Acker,Flori VanAcker,Flori-Marie van Acker,Flori Van Acker,Acker, Flori van"
"van acker, flori","Flori Van Acker",20000268,"https://rkd.nl/explore/artists/296","http://viaf.org/viaf/74751377","http://www.wikidata.org/wiki/Q2673299","Florimond Marie Acker,Florimond Arthur Joseph Maria Van Acker,Florimond Maria VanAcker,Florimond Arthur Joseph Maria VanAcker,Flori van Acker,Florimond Maria van Acker,Flori VanAcker,Flori-Marie van Acker,Flori Van Acker,Acker, Flori van"
"acker, jean baptiste van","Jean Baptiste Van Acker",20000217,"https://rkd.nl/explore/artists/79133","http://viaf.org/viaf/96038890","https://www.wikidata.org/wiki/Q6216530","Johannes Baptista van Acker,Jean Baptiste Van Acker,Johannes Baptista Vanacker,Jean Baptiste van Acker,Johannes Acker,Johannes Baptista Acker,Acker, Jean Baptiste van"
"van acker, jean baptiste","Jean Baptiste Van Acker",20000217,"https://rkd.nl/explore/artists/79133","http://viaf.org/viaf/96038890","https://www.wikidata.org/wiki/Q6216530","Johannes Baptista van Acker,Jean Baptiste Van Acker,Johannes Baptista Vanacker,Jean Baptiste van Acker,Johannes Acker,Johannes Baptista Acker,Acker, Jean Baptiste van"
"adriaenssen, alexander","Alexander Adriaenssen",20000006,"https://rkd.nl/explore/artists/528","http://viaf.org/viaf/52489423","http://www.wikidata.org/wiki/Q527339","Alex Adriaenssen,Alexander Adriansen,Alexander Adriaensen,Alexander Adriaenssen,Αλεξάντερ Άντριενσεν,Alexander I Adriaenssen,Alexander, I Adriaenssen,Alexander Adrieanssen,Alex Adrieanssen,Adriaenssen, Alexander"
"aertsen, hendrik (i)","Hendrik Aertsen I",20000677,"https://rkd.nl/explore/artists/350397","http://viaf.org/viaf/22194427","https://www.wikidata.org/wiki/Q21636728","Henricus Aertssius,H. Aertssens,Hendrik Aertssen,Artsen,Henricus Aertsius,Hendrik Aersen,Hendrik <I> Aertssens,Hendrik Aertsen,H. Aertsius,Hendrik Arsen,Henry Aertssens,Aertssius Henricus,Hendrick Aertsens,Henricus Aertssenius,Hendrik Artsen,Hendrik I Aertssens,Aertssens,Hendrik Aertssens,Henricus Ærtssens,Aertssenius,Henricus Aertsus,Henri Aertens,Aerts Hendrick,Arsen,Henri Aertssens,Henricus Aertssens,Hendrick Aertssens,Henricus Aertsz,Aertsen, Hendrik (I),Aertsen, Hendrik (I),Aertsen, Hendrik (I),Hendrik Aertsen I"
"aise, gustaaf van","Gustaaf Van Aise",20001027,"https://rkd.nl/explore/artists/100466",,"https://www.wikidata.org/wiki/Q21637016",",Aise, Gustaaf van,Gustaaf Van Aise"
"van aise, gustaaf","Gustaaf Van Aise",20001027,"https://rkd.nl/explore/artists/100466",,"https://www.wikidata.org/wiki/Q21637016",",Aise, Gustaaf van,Gustaaf Van Aise"
"albani, francesco","Francesco Albani",20001734,"https://rkd.nl/explore/artists/865","http://viaf.org/viaf/305515412","http://www.wikidata.org/wiki/Q358147","Albano,Francesco Albanj,Albane,Francesco Albane,F. Albane,Lalbanue,L' Albane,Franc Albanus,Φραντσέσκο Αλμπάνι,Francesco Albana,François Albani,Francesco Albans,פרנצ'סקו אלבני,Francesco Albani,フランチェスコ・アルバーニ,Francesco Estalban,Ֆրանչեսկո Ալբանի,Франчэска Альбані,François Albane,Francesco Albano,Франческо Альбані,l' Albane,弗朗西斯科·阿爾巴尼,Frano Albani,Francisco Albani,L'Albane,Франческо Альбани,Franciscus Albanus,Альбан,Francisco Albano,François Albani,Albani,Francesco Albani Bolognese,Francis Albano,Albani, Francesco"
"aldegrever, heinrich","Heinrich Aldegrever",20001077,"https://rkd.nl/explore/artists/993","http://viaf.org/viaf/95693757","http://www.wikidata.org/wiki/Q62514","Hinrik Trippenmeker,Heinrich Trippenmeker,Хајнрих Алдегрефер,Heinrich Altograve,Heinrich Aldegraff,Henri Aldegrever,Trippenmecker,Heinrich Aldegraft,Hinrik Trippenmäker,Alde Grever,AG,Hinrik Trippenmäker,Albert Aldegrever,Grave,Heinrich Aldergraff,Heinrich de Aldegrever,Aldegrave,Heinrich Aldegraaf,Hinrich Aldegrever,Heinrich Aldegraef,Aldegrever,Հենրիխ Ալդեգրևեր,Trippenmeker,Heinrich Aldegrever,Alde Grave,アルデグラーフ,A. G,Albert Aldegraef,Trippenmeker Aldegrever,Heinrich Aldegraver,Henricus Aldegrever,Heinrich Alde Grave,Heinrich Aldegraf,Hinrik Trippemeker,Heinrich Trippenmecker,Генрих Альдегревер,Χάινριχ Άλντεγκρέβερ,Aldegrever, Heinrich"
"alechinsky, pierre","Pierre Alechinsky",20000313,"https://rkd.nl/explore/artists/1025","http://viaf.org/viaf/95854378","http://www.wikidata.org/wiki/Q328248","P アレシンスキー,Pyer ʾAlešinsqi,Пјер Алешински,Pjer Alešinski,Piyer Alshinski,Пьер Алешинский,Пиерри Алечинскй,Pyer ʾAlešinsqi,ピエール アレシンスキー,Pierri Alecinskj,ピエール・アレシンスキー,Alechinsky,Pierre Alechinsky,פייר אלשינסקי,Alechinsky, Pierre"
"algoet, eric","Eric Algoet",20002025,,,,",Algoet, Eric,Eric Algoet"
"algrain, andrée","Andrée Algrain",20000322,"https://rkd.nl/explore/artists/1123",,"https://www.wikidata.org/wiki/Q21637026",",Algrain, Andrée,Andrée Algrain"
"amandus","Amandus",20002000,"https://rkd.nl/explore/artists/211893",,,"Amandus"
"anastasi, auguste-paul-charles","Auguste-Paul-Charles Anastasi",20000285,"https://rkd.nl/explore/artists/1595","http://viaf.org/viaf/27180901","http://www.wikidata.org/wiki/Q2871030","Auguste-Pierre-Charles Anastasi,Aug Anastasi,Auguste Anastasi,Anastasi,Auguste-Paul-Charles Anastasi,.. Anastasi,Auguste Paul Charles Anastasi,Anastasi, Auguste-Paul-Charles"
"anonieme kunstenaar","anonieme kunstenaar",20000872,,,,"Anoniem,Anonieme kunstenaar"
"anonieme kunstenaar, 19de eeuw","anonieme kunstenaar, 19de eeuw",20000871,,,,"Anoniem,Anonieme kunstenaar,Anonieme kunstenaar, 19de eeuw"
"anonieme kunstenaar, tweede helft 19de eeuw","anonieme kunstenaar, 2de helft 19de eeuw",20000874,,,,"Anoniem,Anonieme kunstenaar,Anonieme kunstenaar, tweede helft 19de eeuw,Anonieme kunstenaar, 2de helft 19de eeuw"
"anonieme meester","anonieme meester",20000002,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester"
"anonieme meester, 15de eeuw","anonieme meester, 15de eeuw",20000734,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, 15de eeuw"
"anonieme meester, 16de eeuw","anonieme meester, 16de eeuw",20000873,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, 16de eeuw"
"anonieme meester, 17de eeuw","anonieme meester, 17de eeuw",20000735,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, 17de eeuw"
"anonieme meester, 18de eeuw","anonieme meester, 18de eeuw",20000875,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, 18de eeuw"
"anonieme meester, 18de of 19de eeuw","anonieme meester, 18de of 19de eeuw",20000859,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, 18de of 19de eeuw"
"anonieme meester, antwerpen, eerste helft 16de eeuw","anonieme meester, Antwerpen, 1ste helft 16de eeuw",20000866,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, Antwerpen, eerste helft 16de eeuw,Anonieme meester, Antwerpen, 1ste helft 16de eeuw"
"anonieme meester, antwerpen, einde 16de eeuw","anonieme meester, Antwerpen, einde 16de eeuw",20000736,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, Antwerpen, einde 16de eeuw"
"anonieme meester, antwerpen?, 17de eeuw","anonieme meester, Antwerpen (?), 17de eeuw",20000768,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, Antwerpen?, 17de eeuw,Anonieme meester, Antwerpen (?), 17de eeuw"
"anonieme meester, begin 17de eeuw","anonieme meester, begin 17de eeuw",20000865,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, begin 17de eeuw"
"anonieme meester, brugge, 1525","anonieme meester, Brugge, 1525",20000748,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, Brugge, 1525"
"anonieme meester, brugge, 1554","anonieme meester, Brugge, 1554",20000745,,,,"Anoniem,Anonieme kunstenaar,Anonieme meester, Brugge, 1554"
"anonieme meester, brugge, 1561","anonieme meester, Brugge, 1561",20000749,,,,",Anonieme meester, Brugge, 1561"
"anonieme meester, brugge, 1571","anonieme meester, Brugge, 1571",20000746,,,,",Anonieme meester, Brugge, 1571"
"anonieme meester, brugge, 1579","anonieme meester, Brugge, 1579",20000739,,,,",Anonieme meester, Brugge, 1579"
"anonieme meester, brugge, 1604","anonieme meester, Brugge, 1604",20000769,,,,",Anonieme meester, Brugge, 1604"
"anonieme meester, brugge, 1674","anonieme meester, Brugge, 1674",20000773,,,,",Anonieme meester, Brugge, 1674"
"anonieme meester, brugge, 1679","anonieme meester, Brugge, 1679",20000774,,,,",Anonieme meester, Brugge, 1679"
"anonieme meester, brugge, 16de eeuw","anonieme meester, Brugge, 16de eeuw",20001445,,,,",Anonieme meester, Brugge, 16de eeuw"
"anonieme meester, brugge, 1720","anonieme meester, Brugge, 1720",20000782,,,,",Anonieme meester, Brugge, 1720"
"anonieme meester, brugge, 1740","anonieme meester, Brugge, 1740",20000785,,,,",Anonieme meester, Brugge, 1740"
"anonieme meester, brugge, 1741-1756","anonieme meester, Brugge, 1741-1756",20000789,,,,",Anonieme meester, Brugge, 1741-1756"
"anonieme meester, brugge, 1743","anonieme meester, Brugge, 1743",20000786,,,,",Anonieme meester, Brugge, 1743"
"anonieme meester, brugge, 1751","anonieme meester, Brugge, 1751",20000790,,,,",Anonieme meester, Brugge, 1751"
"anonieme meester, brugge, 1759","anonieme meester, Brugge, 1759",20000743,,,,",Anonieme meester, Brugge, 1759"
"anonieme meester, brugge, 1770","anonieme meester, Brugge, 1770",20000792,,,,",Anonieme meester, Brugge, 1770"
"anonieme meester, brugge, 1773","anonieme meester, Brugge, 1773",20000793,,,,",Anonieme meester, Brugge, 1773"
"anonieme meester, brugge, 1777","anonieme meester, Brugge, 1777",20000794,,,,",Anonieme meester, Brugge, 1777"
"anonieme meester, brugge, 17de eeuw","anonieme meester, Brugge, 17de eeuw",20000861,,,,",Anonieme meester, Brugge, 17de eeuw"
"anonieme meester, brugge?, 18de eeuw","anonieme meester, Brugge (?), 17de eeuw",20000801,,,,",Anonieme meester, Brugge?, 18de eeuw,Anonieme meester, Brugge (?), 17de eeuw"
"anonieme meester, brugge, 18de eeuw","anonieme meester, Brugge, 18de eeuw",20000802,,,,",Anonieme meester, Brugge, 18de eeuw"
"anonieme meester, brugge, begin 16de eeuw","anonieme meester, Brugge, begin 16de eeuw",20000747,,,,",Anonieme meester, Brugge, begin 16de eeuw"
"anonieme meester, brugge, begin 18de eeuw","anonieme meester, Brugge, begin 18de eeuw",20000781,,,,",Anonieme meester, Brugge, begin 18de eeuw"
"anonieme meester, brugge, ca. 1500","anonieme meester, Brugge, ca. 1500",20000737,,,,",Anonieme meester, Brugge, ca. 1500"
"anonieme meester, brugge, ca. 1510","anonieme meester, Brugge, ca. 1510",20000864,,,,",Anonieme meester, Brugge, ca. 1510"
"anonieme meester, brugge, ca. 1700","anonieme meester, Brugge, ca. 1700",20000779,,,,",Anonieme meester, Brugge, ca. 1700"
"anonieme meester, brugge?, ca. 1700","anonieme meester, Brugge (?), ca. 1700",20000780,,,,",Anonieme meester, Brugge?, ca. 1700,Anonieme meester, Brugge (?), ca. 1700"
"anonieme meester, brugge, ca. 1740","anonieme meester, Brugge, ca. 1740",20000784,,,,",Anonieme meester, Brugge, ca. 1740"
"anonieme meester, brugge, ca. 1750","anonieme meester, Brugge, ca. 1750",20000788,,,,",Anonieme meester, Brugge, ca. 1750"
"anonieme meester, brugge, ca. 1760","anonieme meester, Brugge, ca. 1760",20000791,,,,",Anonieme meester, Brugge, ca. 1760"
"anonieme meester, brugge, ca. 1787","anonieme meester, Brugge, ca. 1787",20000796,,,,",Anonieme meester, Brugge, ca. 1787"
"anonieme meester, brugge, eerste helft 16de eeuw","anonieme meester, Brugge, 1ste helft 16de eeuw",20000738,,,,",Anonieme meester, Brugge, eerste helft 16de eeuw,Anonieme meester, Brugge, 1ste helft 16de eeuw"
"anonieme meester, brugge, eerste helft 18de eeuw","anonieme meester, Brugge, 1ste helft 18de eeuw",20000787,,,,",Anonieme meester, Brugge, eerste helft 18de eeuw,Anonieme meester, Brugge, 1ste helft 18de eeuw"
"anonieme meester, brugge, eerste kwart 16de eeuw","anonieme meester, Brugge, 1ste kwart 16de eeuw",20000741,,,,",Anonieme meester, Brugge, eerste kwart 16de eeuw,Anonieme meester, Brugge, 1ste kwart 16de eeuw"
"anonieme meester, brugge?, eerste kwart 16de eeuw","anonieme meester, Brugge (?), 1ste kwart 16de eeuw",20000751,,,,",Anonieme meester, Brugge?, eerste kwart 16de eeuw,Anonieme meester, Brugge (?), 1ste kwart 16de eeuw"
"anonieme meester, brugge, eerste kwart 18de eeuw","anonieme meester, Brugge, 1ste kwart 18de eeuw",20000783,,,,",Anonieme meester, Brugge, eerste kwart 18de eeuw,Anonieme meester, Brugge, 1ste kwart 18de eeuw"
"anonieme meester, brugge, einde 15de eeuw","anonieme meester, Brugge, einde 15de eeuw",20000862,,,,",Anonieme meester, Brugge, einde 15de eeuw"
"anonieme meester, brugge, einde 15de of begin 16de eeuw","anonieme meester, Brugge, einde 15de of begin 16de eeuw",20000863,,,,",Anonieme meester, Brugge, einde 15de of begin 16de eeuw"
"anonieme meester, brugge, einde 16de eeuw","anonieme meester, Brugge, einde 16de eeuw",20000740,,,,",Anonieme meester, Brugge, einde 16de eeuw"
"anonieme meester, brugge, einde 17de eeuw","anonieme meester, Brugge, einde 17de eeuw",20000778,,,,",Anonieme meester, Brugge, einde 17de eeuw"
"anonieme meester, brugge, einde 18de eeuw","anonieme meester, Brugge, einde 18de eeuw",20000800,,,,",Anonieme meester, Brugge, einde 18de eeuw"
"anonieme meester, brugge, laatste kwart 18de eeuw","anonieme meester, Brugge, laatste kwart 18de eeuw",20000799,,,,",Anonieme meester, Brugge, laatste kwart 18de eeuw"
"anonieme meester, brugge, midden 16de eeuw","anonieme meester, Brugge, midden 16de eeuw",20000750,,,,",Anonieme meester, Brugge, midden 16de eeuw"
"anonieme meester, brugge, na 1546","anonieme meester, Brugge, na 1546",20000744,,,,",Anonieme meester, Brugge, na 1546"
"anonieme meester, brugge, tweede helft 16de eeuw","anonieme meester, Brugge, 2de helft 16de eeuw",20000742,,,,",Anonieme meester, Brugge, tweede helft 16de eeuw,Anonieme meester, Brugge, 2de helft 16de eeuw"
"anonieme meester, brugge, tweede helft 18de eeuw","anonieme meester, Brugge, 2de helft 18de eeuw",20000797,,,,",Anonieme meester, Brugge, tweede helft 18de eeuw,Anonieme meester, Brugge, 2de helft 18de eeuw"
"anonieme meester, brugge?, tweede helft 18de eeuw","anonieme meester, Brugge (?), 2de helft 18de eeuw",20000798,,,,",Anonieme meester, Brugge?, tweede helft 18de eeuw,Anonieme meester, Brugge (?), 2de helft 18de eeuw"
"anonieme meester, brugge?, 1573","anonieme meester, Brugge (?), 1573",20000752,,,,",Anonieme meester, Brugge?, 1573,Anonieme meester, Brugge (?), 1573"
"anonieme meester, brugge?, 1642","anonieme meester, Brugge (?), 1642",20000770,,,,",Anonieme meester, Brugge?, 1642,Anonieme meester, Brugge (?), 1642"
"anonieme meester, brugge?, 1666","anonieme meester, Brugge (?), 1666",20000772,,,,",Anonieme meester, Brugge?, 1666,Anonieme meester, Brugge (?), 1666"
"anonieme meester, brugge?, 1699","anonieme meester, Brugge (?), 1699",20000776,,,,",Anonieme meester, Brugge?, 1699,Anonieme meester, Brugge (?), 1699"
"anonieme meester, brugge?, ca. 1780","anonieme meester, Brugge (?), ca. 1780",20000795,,,,",Anonieme meester, Brugge?, ca. 1780,Anonieme meester, Brugge (?), ca. 1780"
"anonieme meester, brugge?, laatste kwart 16de eeuw","anonieme meester, Brugge (?), laatste kwart 16de eeuw",20000753,,,,",Anonieme meester, Brugge?, laatste kwart 16de eeuw,Anonieme meester, Brugge (?), laatste kwart 16de eeuw"
"anonieme meester, brugge?, na 1665","anonieme meester, Brugge (?), na 1665",20000771,,,,",Anonieme meester, Brugge?, na 1665,Anonieme meester, Brugge (?), na 1665"
"anonieme meester, brussel, eind 15de of begin 16de eeuw","anonieme meester, Brussel, einde 15de of begin 16de eeuw",20000868,,,,",Anonieme meester, Brussel, eind 15de of begin 16de eeuw,Anonieme meester, Brussel, einde 15de of begin 16de eeuw"
"anonieme meester, brussel?, tweede helft 17de eeuw","anonieme meester, Brussel (?), 2de helft 17de eeuw",20000803,,,,",Anonieme meester, Brussel?, tweede helft 17de eeuw,Anonieme meester, Brussel (?), 2de helft 17de eeuw"
"anonieme meester, ca. 1500","anonieme meester, ca. 1500",20002125,,,,",Anonieme meester, ca. 1500"
"anonieme meester, china, 18de eeuw","anonieme meester, China, 18de eeuw",20001199,,,,",Anonieme meester, China, 18de eeuw"
"anonieme meester, duits, 17de eeuw","anonieme meester, Duits, 17de eeuw",20001559,,,,",Anonieme meester, Duits, 17de eeuw"
"anonieme meester, duitsland, 16de eeuw","anonieme meester, Duitsland, 16de eeuw",20002088,,,,",Anonieme meester, Duitsland, 16de eeuw"
"anonieme meester, eerste helft 16de eeuw","anonieme meester, 1ste helft 16de eeuw",20000870,,,,",Anonieme meester, eerste helft 16de eeuw,Anonieme meester, 1ste helft 16de eeuw"
"anonieme meester, eerste kwart 17de eeuw","anonieme meester, 1ste kwart 17de eeuw",20000869,,,,",Anonieme meester, eerste kwart 17de eeuw,Anonieme meester, 1ste kwart 17de eeuw"
"anonieme meester, frankrijk, 16de eeuw","anonieme meester, Frankrijk, 16de eeuw",20001562,,,,",Anonieme meester, Frankrijk, 16de eeuw"
"anonieme meester, haarlem, ca. 1660","anonieme meester, Haarlem, ca. 1660",20000754,,,,",Anonieme meester, Haarlem, ca. 1660"
"anonieme meester, italië, 16de eeuw","anonieme meester, Italië, 16de eeuw",20001557,,,,",Anonieme meester, Italië, 16de eeuw"
"anonieme meester, italië, 17de eeuw","anonieme meester, Italië, 17de eeuw",20001561,,,,",Anonieme meester, Italië, 17de eeuw"
"anonieme meester, italië, 18de eeuw","anonieme meester, Italië, 18de eeuw",20001558,,,,",Anonieme meester, Italië, 18de eeuw"
"anonieme meester, italiaans, 17de eeuw","anonieme meester, Italiaans, 17de eeuw",20001560,,,,",Anonieme meester, Italiaans, 17de eeuw"
"anonieme meester, laatste kwart 15de eeuw","anonieme meester, laatste kwart 15de eeuw",20000860,,,,",Anonieme meester, laatste kwart 15de eeuw"
"anonieme meester, noordelijke nederlanden, 16de eeuw","anonieme meester, Noordelijke Nederlanden, 16de eeuw",20001532,,,,",Anonieme meester, Noordelijke Nederlanden, 16de eeuw"
"anonieme meester, noordelijke nederlanden, 17de eeuw","anonieme meester, Noordelijke Nederlanden, 17de eeuw",20000812,,,,",Anonieme meester, Noordelijke Nederlanden, 17de eeuw"
"anonieme meester, noordelijke nederlanden, ca. 1630","anonieme meester, Noordelijke Nederlanden, ca. 1630",20000804,,,,",Anonieme meester, Noordelijke Nederlanden, ca. 1630"
"anonieme meester, noordelijke nederlanden, ca. 1640-1650","anonieme meester, Noordelijke Nederlanden, ca. 1640-1650",20000807,,,,",Anonieme meester, Noordelijke Nederlanden, ca. 1640-1650"
"anonieme meester, noordelijke nederlanden, ca. 1660","anonieme meester, Noordelijke Nederlanden, ca. 1660",20000811,,,,",Anonieme meester, Noordelijke Nederlanden, ca. 1660"
"anonieme meester, noordelijke nederlanden, eerste helft 17de eeuw","anonieme meester, Noordelijke Nederlanden, 1ste helft 17de eeuw",20000805,,,,",Anonieme meester, Noordelijke Nederlanden, eerste helft 17de eeuw,Anonieme meester, Noordelijke Nederlanden, 1ste helft 17de eeuw"
